Binance|ADX|ETH|5.00_nino_nino_1
Binance|ADX|ETH|5.00_old_above_new
Binance|ADX|ETH|2.50_stepping_down
Binance|ADX|BNB|5.00_nino_nino_1
Binance|ADX|BNB|2.50_stepping_down
Binance|ADX|BTC|2.50_flicking_down
Binance|ADX|BTC|5.00_nino_nino_1
Binance|ADX|BTC|5.00_old_above_new
Binance|ADX|BTC|2.50_stepping_down
Binance|QSP|BNB|2.50_stepping_down
Binance|QSP|ETH|2.50_flicking_down
Binance|QSP|ETH|5.00_nino_nino_1
Binance|QSP|BTC|2.50_flicking_down
Binance|QSP|BTC|5.00_nino_nino_1
Binance|QSP|BTC|2.50_stepping_down
Binance|ENG|BTC|2.50_stepping_down
Binance|ENG|ETH|2.50_stepping_down
Binance|BAT|BNB|2.50_stepping_down
Binance|BAT|ETH|2.50_stepping_down
Binance|BAT|BTC|2.50_stepping_down
Binance|IOST|ETH|2.50_flicking_down
Binance|IOST|ETH|5.00_nino_nino_1
Binance|IOST|BTC|2.50_flicking_down
Binance|IOST|BTC|5.00_nino_nino_1
Binance|GNT|ETH|2.50_new_above_old
Binance|GNT|BNB|2.50_new_above_old
Binance|GNT|BNB|5.00_new_above_old
Binance|GNT|BTC|2.50_new_above_old
Binance|DASH|ETH|2.50_stepping_down
Binance|DASH|BTC|2.50_stepping_down
Binance|GXS|BTC|2.50_new_above_old
Binance|GXS|BTC|5.00_new_above_old
Binance|GXS|BTC|10.0_new_above_old
Binance|GXS|BTC|2.50_rolling_average2
Binance|GXS|BTC|2.50_average_comp
Binance|GXS|BTC|2.50_flicking_up
Binance|GXS|BTC|5.00_flicking_up
Binance|GXS|BTC|2.50_stepping_up
Binance|GXS|BTC|5.00_stepping_up
Binance|GXS|BTC|2.50_steady_rising2
Binance|GXS|BTC|2.50_steady_riser
Binance|GXS|ETH|2.50_new_above_old
Binance|GXS|ETH|5.00_new_above_old
Binance|GXS|ETH|10.0_new_above_old
Binance|GXS|ETH|2.50_rolling_average2
Binance|GXS|ETH|2.50_average_comp
Binance|GXS|ETH|2.50_flicking_up
Binance|GXS|ETH|5.00_flicking_up
Binance|GXS|ETH|2.50_stepping_up
Binance|GXS|ETH|5.00_stepping_up
Binance|GXS|ETH|2.50_steady_rising2
Binance|GXS|ETH|2.50_steady_riser
Binance|EDO|BTC|2.50_stepping_down
Binance|NEO|BNB|2.50_new_above_old
Binance|RPX|ETH|2.50_flicking_down
Binance|RPX|BTC|2.50_flicking_down
Binance|RPX|BTC|5.00_nino_nino_1
Coinbase|BCH|EUR|5.00_nino_nino_1
Coinbase|BCH|EUR|2.50_stepping_down
Coinbase|BCH|USD|2.50_red_snapper
Coinbase|BCH|USD|5.00_nino_nino_1
Coinbase|BCH|USD|2.50_stepping_down
